Order Date,Product Name,Category,Region,Quantity,Sales,Profit
05-06-2022,Smartwatch,Electronics,South,4,3236,655.18
05-06-2022,Tablet,Electronics,East,9,5031,1149.48
06-06-2022,Keyboard,Accessories,South,8,1952,444.15
06-06-2022,Monitor,Accessories,East,8,2384,444.98
06-06-2022,Mouse,Accessories,East,8,416,67.81
06-06-2022,Smartphone,Electronics,East,9,3951,908.13
07-06-2022,Camera,Electronics,North,5,4045,203.35
07-06-2022,Smartphone,Electronics,West,7,4438,770.3
08-06-2022,Tablet,Electronics,West,8,1688,337.33
09-06-2022,Headphones,Accessories,North,8,2416,403.38
09-06-2022,Monitor,Accessories,West,9,2988,447.93
09-06-2022,Tablet,Electronics,East,2,846,145.09
10-06-2022,Keyboard,Accessories,North,9,5004,1313.13
10-06-2022,Laptop,Electronics,North,9,9621,1201.29
10-06-2022,Monitor,Accessories,West,3,3018,320.11
10-06-2022,Printer,Office,North,3,168,45.31
10-06-2022,Smartwatch,Electronics,South,9,3429,998.82
10-06-2022,Tablet,Electronics,East,5,5160,698.15
11-06-2022,Keyboard,Accessories,East,7,3997,494.78
11-06-2022,Keyboard,Accessories,South,7,4039,420.29
11-06-2022,Printer,Office,West,3,2547,300.74
12-06-2022,Monitor,Accessories,West,8,1272,344.45
13-06-2022,Headphones,Accessories,East,9,4221,912.84
13-06-2022,Monitor,Accessories,South,4,984,157.72
13-06-2022,Smartwatch,Electronics,North,8,4456,1106.04
14-06-2022,Mouse,Accessories,North,1,739,111.18
14-06-2022,Smartphone,Electronics,North,3,1119,108.68
15-06-2022,Laptop,Electronics,North,1,651,57.94
15-06-2022,Laptop,Electronics,South,3,1275,168.64
16-06-2022,Laptop,Electronics,North,6,5310,637.81
16-06-2022,Printer,Office,North,6,6444,518.79
16-06-2022,Smartwatch,Electronics,West,4,1680,385.92
17-06-2022,Headphones,Accessories,North,5,2240,159.58
17-06-2022,Keyboard,Accessories,South,1,166,31.97
17-06-2022,Monitor,Accessories,West,4,200,20.25
17-06-2022,Mouse,Accessories,South,5,5730,310.58
18-06-2022,Camera,Electronics,North,5,5305,1389.25
18-06-2022,Mouse,Accessories,East,9,6705,1283.78
18-06-2022,Smartphone,Electronics,North,3,2655,646.91
18-06-2022,Smartphone,Electronics,South,4,3520,417.26
18-06-2022,Smartphone,Electronics,West,8,8032,1987.82
18-06-2022,Smartwatch,Electronics,North,3,2193,521.14
18-06-2022,Tablet,Electronics,South,9,3096,505.08
19-06-2022,Camera,Electronics,North,3,2910,765.47
19-06-2022,Mouse,Accessories,West,5,855,67.57
20-06-2022,Monitor,Accessories,North,9,4230,221.06
20-06-2022,Mouse,Accessories,South,5,3910,584.77
21-06-2022,Headphones,Accessories,East,4,1372,274.47
21-06-2022,Laptop,Electronics,North,8,8192,2081.72
22-06-2022,Camera,Electronics,South,3,777,71.72
22-06-2022,Camera,Electronics,West,3,1848,549.34
22-06-2022,Headphones,Accessories,North,7,2261,566.36
23-06-2022,Keyboard,Accessories,East,9,6507,1045.14
24-06-2022,Headphones,Accessories,South,2,2046,394.93
24-06-2022,Mouse,Accessories,South,3,3504,807.65
24-06-2022,Smartwatch,Electronics,West,2,2314,600.76
25-06-2022,Smartwatch,Electronics,South,8,3520,359.84
26-06-2022,Monitor,Accessories,East,1,195,57.88
27-06-2022,Keyboard,Accessories,South,4,3352,663.15
27-06-2022,Laptop,Electronics,East,9,10728,1967.84
27-06-2022,Printer,Office,South,7,7868,862.38
28-06-2022,Camera,Electronics,North,8,2592,191.66
28-06-2022,Camera,Electronics,West,2,1414,308.39
28-06-2022,Smartwatch,Electronics,West,5,990,87.61
28-06-2022,Tablet,Electronics,West,5,5645,1320.86
29-06-2022,Keyboard,Accessories,West,9,8163,2352.46
30-06-2022,Keyboard,Accessories,South,4,468,131.48
30-06-2022,Keyboard,Accessories,South,9,1881,430.78
30-06-2022,Laptop,Electronics,North,6,1266,220.5
30-06-2022,Monitor,Accessories,North,6,558,57.01
01-07-2022,Headphones,Accessories,South,3,1617,440.46
01-07-2022,Keyboard,Accessories,South,3,2010,387.31
01-07-2022,Monitor,Accessories,North,4,1100,127.13
02-07-2022,Smartphone,Electronics,East,8,8896,1825.26
03-07-2022,Keyboard,Accessories,East,9,8640,1963.34
04-07-2022,Monitor,Accessories,South,6,4566,866.13
04-07-2022,Printer,Office,West,3,258,38.03
04-07-2022,Tablet,Electronics,West,6,3402,501.29
05-07-2022,Headphones,Accessories,West,9,4041,517.23
05-07-2022,Smartphone,Electronics,West,1,1104,277.85
05-07-2022,Smartwatch,Electronics,North,8,1864,110.81
06-07-2022,Monitor,Accessories,East,8,7040,996.02
07-07-2022,Camera,Electronics,North,6,4410,893.27
07-07-2022,Laptop,Electronics,South,1,1028,240.61
07-07-2022,Printer,Office,North,5,1255,257.15
08-07-2022,Headphones,Accessories,North,8,920,214.27
09-07-2022,Camera,Electronics,North,5,3475,570.36
09-07-2022,Camera,Electronics,South,3,594,47.73
09-07-2022,Headphones,Accessories,North,3,1098,144.24
09-07-2022,Keyboard,Accessories,North,6,3816,623.78
09-07-2022,Laptop,Electronics,East,5,4170,786.42
09-07-2022,Smartwatch,Electronics,North,5,1025,262.91
10-07-2022,Monitor,Accessories,North,6,5916,544.59
10-07-2022,Smartwatch,Electronics,South,9,9729,2039.41
11-07-2022,Keyboard,Accessories,East,7,497,76.31
11-07-2022,Keyboard,Accessories,West,8,4752,1124.22
11-07-2022,Smartphone,Electronics,East,5,3940,755.11
12-07-2022,Keyboard,Accessories,East,1,911,155.3
12-07-2022,Smartphone,Electronics,West,7,4417,495.37
12-07-2022,Smartwatch,Electronics,East,6,5292,1105.95
13-07-2022,Camera,Electronics,South,6,4260,504.82
13-07-2022,Mouse,Accessories,South,7,3395,1012.78
14-07-2022,Camera,Electronics,North,9,513,151.87
15-07-2022,Headphones,Accessories,West,4,3408,856.98
15-07-2022,Keyboard,Accessories,South,5,940,56.7
15-07-2022,Smartphone,Electronics,East,7,4032,742.98
15-07-2022,Smartwatch,Electronics,West,9,8802,2519.93
16-07-2022,Monitor,Accessories,South,4,1332,342.85
17-07-2022,Smartphone,Electronics,South,5,765,157.64
18-07-2022,Camera,Electronics,East,1,569,138.11
18-07-2022,Printer,Office,North,9,7740,605.35
18-07-2022,Smartwatch,Electronics,North,1,663,183.82
18-07-2022,Smartwatch,Electronics,West,2,128,8.33
19-07-2022,Smartwatch,Electronics,North,2,2370,641.23
20-07-2022,Tablet,Electronics,East,4,4120,710.07
21-07-2022,Camera,Electronics,North,2,644,45.72
21-07-2022,Mouse,Accessories,South,4,2912,331.11
21-07-2022,Printer,Office,South,2,2016,426.43
21-07-2022,Tablet,Electronics,West,5,5090,1201.56
23-07-2022,Laptop,Electronics,South,8,1880,486.88
23-07-2022,Printer,Office,West,1,473,43.65
23-07-2022,Tablet,Electronics,South,2,2392,483.39
24-07-2022,Camera,Electronics,South,6,2604,566.34
24-07-2022,Keyboard,Accessories,North,1,868,60.12
25-07-2022,Camera,Electronics,West,6,2706,766.68
25-07-2022,Monitor,Accessories,South,4,464,47.93
26-07-2022,Monitor,Accessories,East,3,936,88.51
26-07-2022,Mouse,Accessories,East,8,6056,1631.71
26-07-2022,Smartphone,Electronics,West,1,1041,132.46
26-07-2022,Tablet,Electronics,South,3,2067,479.39
27-07-2022,Tablet,Electronics,South,6,4152,1065.46
28-07-2022,Camera,Electronics,East,9,1080,183.42
29-07-2022,Camera,Electronics,West,9,10017,1468.72
29-07-2022,Headphones,Accessories,West,3,2535,292.19
29-07-2022,Smartwatch,Electronics,West,9,3321,540.67
30-07-2022,Monitor,Accessories,East,1,847,146.25
31-07-2022,Headphones,Accessories,North,3,2274,442.57
31-07-2022,Headphones,Accessories,North,3,2712,751.52
31-07-2022,Keyboard,Accessories,North,1,358,77.84
31-07-2022,Monitor,Accessories,East,5,3645,388.31
31-07-2022,Mouse,Accessories,West,3,1278,178.78
31-07-2022,Smartwatch,Electronics,West,5,3945,392.09
31-07-2022,Tablet,Electronics,West,6,1494,269.25
01-08-2022,Camera,Electronics,South,6,828,47.91
01-08-2022,Keyboard,Accessories,East,8,7064,745.24
01-08-2022,Printer,Office,South,4,1304,336.95
01-08-2022,Smartwatch,Electronics,North,5,4420,380.69
01-08-2022,Smartwatch,Electronics,South,8,7600,788.88
02-08-2022,Camera,Electronics,South,1,54,13.29
02-08-2022,Monitor,Accessories,South,7,1204,317.12
02-08-2022,Mouse,Accessories,South,6,3384,924.03
02-08-2022,Smartphone,Electronics,North,8,3168,747.33
03-08-2022,Headphones,Accessories,East,5,1620,325.87
03-08-2022,Headphones,Accessories,North,8,5640,747.26
03-08-2022,Keyboard,Accessories,South,1,1157,252.08
04-08-2022,Headphones,Accessories,East,3,3339,732.92
04-08-2022,Printer,Office,North,2,954,71
05-08-2022,Laptop,Electronics,North,6,3294,359.61
05-08-2022,Monitor,Accessories,South,8,9296,2581.06
05-08-2022,Monitor,Accessories,West,7,1554,370.97
05-08-2022,Mouse,Accessories,South,6,1758,262.36
05-08-2022,Mouse,Accessories,West,5,3405,476.39
05-08-2022,Printer,Office,West,1,75,19.29
06-08-2022,Headphones,Accessories,West,1,423,115.44
06-08-2022,Laptop,Electronics,South,4,2008,338.44
07-08-2022,Monitor,Accessories,North,5,1850,534.39
07-08-2022,Printer,Office,South,6,4434,306.63
08-08-2022,Headphones,Accessories,North,2,178,31.46
08-08-2022,Headphones,Accessories,South,7,7763,1444.27
09-08-2022,Keyboard,Accessories,West,5,4200,330.48
10-08-2022,Keyboard,Accessories,West,6,6834,1418.21
10-08-2022,Tablet,Electronics,North,4,1428,160.54
11-08-2022,Laptop,Electronics,West,5,4380,275.84
11-08-2022,Smartphone,Electronics,East,9,2718,271.51
12-08-2022,Mouse,Accessories,East,4,392,39.23
12-08-2022,Mouse,Accessories,South,1,1187,206.28
12-08-2022,Smartphone,Electronics,South,5,2665,369.73
12-08-2022,Smartwatch,Electronics,West,5,1045,89
12-08-2022,Tablet,Electronics,West,5,1635,321.84
13-08-2022,Laptop,Electronics,North,9,1809,392.44
13-08-2022,Laptop,Electronics,South,5,4445,642.83
13-08-2022,Smartwatch,Electronics,North,9,7128,457.11
13-08-2022,Smartwatch,Electronics,South,3,375,80.58
13-08-2022,Tablet,Electronics,South,2,358,41.46
14-08-2022,Camera,Electronics,North,7,1085,130.72
14-08-2022,Keyboard,Accessories,South,6,7056,1445.01
14-08-2022,Laptop,Electronics,North,9,7497,2241.59
14-08-2022,Mouse,Accessories,North,9,3384,252.11
14-08-2022,Smartphone,Electronics,North,3,3408,727.26
14-08-2022,Smartwatch,Electronics,West,5,2455,714.35
14-08-2022,Tablet,Electronics,North,8,480,132.45
15-08-2022,Monitor,Accessories,West,3,1479,207.58
16-08-2022,Camera,Electronics,West,6,4800,930.44
17-08-2022,Camera,Electronics,East,2,1310,212.43
17-08-2022,Camera,Electronics,North,5,5070,889.97
17-08-2022,Smartwatch,Electronics,West,2,2362,185.89
17-08-2022,Tablet,Electronics,East,2,1486,201.07
18-08-2022,Monitor,Accessories,West,7,1876,129.25
18-08-2022,Mouse,Accessories,North,9,2763,458.4
18-08-2022,Smartwatch,Electronics,West,6,7026,1814.21
18-08-2022,Tablet,Electronics,South,2,960,124.02
19-08-2022,Camera,Electronics,South,3,285,38.37
19-08-2022,Keyboard,Accessories,West,2,1312,344
19-08-2022,Mouse,Accessories,North,7,5789,950.45
19-08-2022,Printer,Office,South,7,4823,420.58
21-08-2022,Camera,Electronics,North,1,699,108.94
21-08-2022,Headphones,Accessories,East,6,5874,1386.51
21-08-2022,Monitor,Accessories,West,5,4435,355.51
21-08-2022,Tablet,Electronics,South,2,1300,267.46
22-08-2022,Camera,Electronics,South,9,4941,894.52
22-08-2022,Laptop,Electronics,South,6,2658,200.79
22-08-2022,Monitor,Accessories,West,5,4880,664.06
22-08-2022,Monitor,Accessories,West,9,5796,1729.18
22-08-2022,Printer,Office,South,8,2592,432.37
22-08-2022,Tablet,Electronics,North,7,4102,354.03
23-08-2022,Camera,Electronics,West,9,1557,117.36
24-08-2022,Headphones,Accessories,North,2,634,161.1
24-08-2022,Laptop,Electronics,North,4,2276,399.94
24-08-2022,Monitor,Accessories,South,2,2060,517.64
24-08-2022,Smartphone,Electronics,East,9,2466,638.41
24-08-2022,Tablet,Electronics,West,8,2296,560.48
25-08-2022,Printer,Office,East,1,1029,173.61
25-08-2022,Smartphone,Electronics,East,6,6780,811.92
25-08-2022,Smartphone,Electronics,North,3,2652,161.67
26-08-2022,Mouse,Accessories,West,8,4928,1038.18
26-08-2022,Printer,Office,West,5,1205,235.19
26-08-2022,Tablet,Electronics,South,9,7362,441.36
27-08-2022,Headphones,Accessories,South,3,2658,175.89
27-08-2022,Keyboard,Accessories,West,3,1875,152.07
27-08-2022,Mouse,Accessories,South,7,4340,383.9
27-08-2022,Smartphone,Electronics,South,2,970,262.19
27-08-2022,Smartwatch,Electronics,North,2,1062,83.49
28-08-2022,Camera,Electronics,South,6,1218,129.36
28-08-2022,Printer,Office,North,9,5454,385.51
29-08-2022,Camera,Electronics,North,9,9657,1187.22
29-08-2022,Headphones,Accessories,East,2,2046,233.47
29-08-2022,Laptop,Electronics,South,4,1088,295.09
30-08-2022,Camera,Electronics,South,4,3840,552.57
30-08-2022,Mouse,Accessories,East,1,763,217.94
31-08-2022,Camera,Electronics,East,5,3670,924.95
01-09-2022,Camera,Electronics,North,5,4930,387.33
01-09-2022,Smartphone,Electronics,South,4,3868,819.26
02-09-2022,Keyboard,Accessories,West,2,1816,129.24
02-09-2022,Tablet,Electronics,South,1,552,115.74
03-09-2022,Camera,Electronics,North,4,4716,1084.16
03-09-2022,Headphones,Accessories,South,9,4797,1193.95
03-09-2022,Keyboard,Accessories,South,5,1090,140.7
03-09-2022,Monitor,Accessories,East,5,3850,419.55
03-09-2022,Mouse,Accessories,North,2,632,87.45
03-09-2022,Smartphone,Electronics,West,2,1668,437.3
04-09-2022,Laptop,Electronics,West,1,1126,194.08
04-09-2022,Smartphone,Electronics,West,4,3892,1052.72
05-09-2022,Smartphone,Electronics,North,7,6020,384.74
06-09-2022,Monitor,Accessories,North,3,3153,563.56
07-09-2022,Laptop,Electronics,South,4,1372,302.58
07-09-2022,Monitor,Accessories,North,8,1224,281.43
08-09-2022,Tablet,Electronics,East,2,2314,312.07
09-09-2022,Laptop,Electronics,East,4,1628,314.96
09-09-2022,Printer,Office,East,2,2080,450.24
09-09-2022,Tablet,Electronics,North,3,774,212.02
10-09-2022,Mouse,Accessories,West,1,509,103.28
10-09-2022,Tablet,Electronics,South,4,2104,308
11-09-2022,Camera,Electronics,West,4,3720,410.92
11-09-2022,Keyboard,Accessories,North,2,1160,206.49
11-09-2022,Smartwatch,Electronics,South,2,2044,460.03
11-09-2022,Smartwatch,Electronics,West,8,520,30.58
11-09-2022,Tablet,Electronics,East,3,369,36.07
12-09-2022,Printer,Office,North,5,1230,158.23
12-09-2022,Smartwatch,Electronics,North,9,10251,737.45
12-09-2022,Tablet,Electronics,South,4,1900,372.18
13-09-2022,Monitor,Accessories,West,2,222,23.65
13-09-2022,Smartphone,Electronics,East,4,3364,527.28
14-09-2022,Keyboard,Accessories,South,5,2895,334.35
14-09-2022,Monitor,Accessories,North,2,1538,97.15
14-09-2022,Smartphone,Electronics,East,5,1520,433.53
14-09-2022,Smartwatch,Electronics,North,4,1440,200.09
14-09-2022,Tablet,Electronics,West,5,1185,254.34
15-09-2022,Headphones,Accessories,West,8,7576,1703.42
15-09-2022,Keyboard,Accessories,East,9,9810,549.46
15-09-2022,Keyboard,Accessories,South,7,798,219.2
15-09-2022,Monitor,Accessories,North,9,1341,150.7
15-09-2022,Monitor,Accessories,South,6,1440,130.4
16-09-2022,Camera,Electronics,South,7,5971,502.14
16-09-2022,Mouse,Accessories,East,2,442,28.13
16-09-2022,Mouse,Accessories,West,8,1608,464.18
16-09-2022,Smartphone,Electronics,West,2,966,241.54
16-09-2022,Smartwatch,Electronics,East,3,3108,220.97
16-09-2022,Tablet,Electronics,East,7,2646,380.83
17-09-2022,Monitor,Accessories,North,8,9056,2281.97
17-09-2022,Printer,Office,North,2,180,10.78
17-09-2022,Printer,Office,West,3,3111,382.52
18-09-2022,Laptop,Electronics,South,4,628,156.98
18-09-2022,Monitor,Accessories,East,1,1117,119.89
19-09-2022,Laptop,Electronics,West,5,4580,1148.06
19-09-2022,Smartwatch,Electronics,East,6,2472,363.38
20-09-2022,Printer,Office,West,4,700,120.19
21-09-2022,Headphones,Accessories,North,2,978,210.75
22-09-2022,Headphones,Accessories,East,9,6822,1811.37
22-09-2022,Mouse,Accessories,West,3,2250,301.97
22-09-2022,Smartphone,Electronics,North,4,2432,657.18
22-09-2022,Smartwatch,Electronics,North,1,758,96.44
23-09-2022,Keyboard,Accessories,North,1,644,49.25
23-09-2022,Laptop,Electronics,West,3,873,57.42
23-09-2022,Smartwatch,Electronics,West,5,1840,307.09
23-09-2022,Smartwatch,Electronics,West,4,972,97.55
24-09-2022,Monitor,Accessories,North,7,826,101.01
24-09-2022,Smartwatch,Electronics,North,9,5004,973.65
24-09-2022,Smartwatch,Electronics,South,5,4935,625.39
25-09-2022,Camera,Electronics,East,6,6768,1851.01
25-09-2022,Camera,Electronics,North,6,4680,932.97
26-09-2022,Headphones,Accessories,South,7,6895,1596.35
26-09-2022,Mouse,Accessories,South,8,4248,831.54
27-09-2022,Smartphone,Electronics,East,8,9208,2595.33
27-09-2022,Smartwatch,Electronics,East,2,502,137.4
27-09-2022,Smartwatch,Electronics,West,6,5712,638.29
27-09-2022,Smartwatch,Electronics,West,5,3170,379.27
28-09-2022,Keyboard,Accessories,North,7,3752,835.34
28-09-2022,Monitor,Accessories,North,3,1050,292.64
28-09-2022,Mouse,Accessories,East,6,1824,213.47
28-09-2022,Printer,Office,West,4,3432,364.27
29-09-2022,Keyboard,Accessories,East,7,2436,715.14
29-09-2022,Keyboard,Accessories,East,5,1020,162.36
29-09-2022,Mouse,Accessories,East,6,4260,372.33
29-09-2022,Mouse,Accessories,South,7,770,129.11
30-09-2022,Headphones,Accessories,West,2,1090,296.12
30-09-2022,Printer,Office,East,5,3085,413.52
30-09-2022,Smartwatch,Electronics,North,9,2952,605.85
01-10-2022,Headphones,Accessories,West,8,5712,1191.02
01-10-2022,Smartphone,Electronics,East,9,7425,1580.86
01-10-2022,Smartphone,Electronics,East,8,4576,900.04
01-10-2022,Tablet,Electronics,West,6,5706,1306.92
01-10-2022,Tablet,Electronics,West,7,2611,539.37
02-10-2022,Camera,Electronics,South,9,4698,1262.47
02-10-2022,Camera,Electronics,South,9,8127,1906.5
02-10-2022,Laptop,Electronics,East,7,1750,90.21
02-10-2022,Mouse,Accessories,North,3,453,89.49
02-10-2022,Smartwatch,Electronics,East,2,2216,650.27
02-10-2022,Smartwatch,Electronics,East,5,1440,274.54
03-10-2022,Keyboard,Accessories,West,3,2082,346.53
03-10-2022,Smartphone,Electronics,South,9,4536,479.78
04-10-2022,Headphones,Accessories,North,6,1068,190.77
04-10-2022,Mouse,Accessories,South,1,272,45.33
05-10-2022,Camera,Electronics,North,5,410,40.96
05-10-2022,Headphones,Accessories,South,2,574,38.52
05-10-2022,Laptop,Electronics,East,8,4624,893.74
05-10-2022,Smartphone,Electronics,East,3,411,55.73
06-10-2022,Camera,Electronics,East,7,6797,665.29
06-10-2022,Monitor,Accessories,South,2,1504,164.51
06-10-2022,Monitor,Accessories,South,6,6834,1211.75
06-10-2022,Mouse,Accessories,East,3,2688,476.77
06-10-2022,Printer,Office,West,6,3774,606.94
07-10-2022,Headphones,Accessories,South,9,9810,1008.6
08-10-2022,Printer,Office,South,3,3330,503.85
08-10-2022,Smartwatch,Electronics,West,2,1518,87.6
08-10-2022,Tablet,Electronics,East,2,1748,506.52
09-10-2022,Laptop,Electronics,North,8,7544,1219.73
09-10-2022,Tablet,Electronics,South,8,9392,891.07
10-10-2022,Headphones,Accessories,North,6,1716,108.81
10-10-2022,Mouse,Accessories,South,7,7805,1078.03
10-10-2022,Tablet,Electronics,North,9,1404,89.43
10-10-2022,Tablet,Electronics,West,5,325,21.01
11-10-2022,Tablet,Electronics,North,4,4240,251.46
12-10-2022,Mouse,Accessories,North,1,1140,117.05
12-10-2022,Tablet,Electronics,West,4,3932,309.43
13-10-2022,Monitor,Accessories,North,5,3625,268.73
13-10-2022,Mouse,Accessories,West,8,1192,289.91
14-10-2022,Camera,Electronics,North,1,722,49.7
14-10-2022,Monitor,Accessories,South,9,873,82.35
14-10-2022,Smartwatch,Electronics,West,1,243,21.75
15-10-2022,Headphones,Accessories,South,9,4176,510.97
15-10-2022,Monitor,Accessories,East,9,9657,1233.47
15-10-2022,Smartwatch,Electronics,North,7,7154,1177.51
16-10-2022,Headphones,Accessories,East,1,441,102.42
16-10-2022,Tablet,Electronics,East,9,720,192.83
17-10-2022,Keyboard,Accessories,North,2,1170,249.99
17-10-2022,Printer,Office,West,8,4200,1017.94
17-10-2022,Smartphone,Electronics,East,1,593,133.01
17-10-2022,Smartwatch,Electronics,East,8,456,90.24
18-10-2022,Camera,Electronics,West,1,354,65.99
18-10-2022,Headphones,Accessories,North,1,987,207.69
18-10-2022,Smartwatch,Electronics,West,8,8768,1065.8
19-10-2022,Keyboard,Accessories,East,1,750,37.97
19-10-2022,Keyboard,Accessories,South,8,7864,1615.58
19-10-2022,Smartwatch,Electronics,North,9,5202,1271.47
20-10-2022,Camera,Electronics,South,2,1924,422.25
20-10-2022,Laptop,Electronics,East,6,1398,180.88
20-10-2022,Laptop,Electronics,North,3,1950,116.12
20-10-2022,Laptop,Electronics,West,2,2362,342.27
20-10-2022,Mouse,Accessories,North,3,2982,452.22
20-10-2022,Mouse,Accessories,North,6,4056,815.1
20-10-2022,Printer,Office,West,1,98,28.57
20-10-2022,Smartphone,Electronics,West,8,4240,519.72
20-10-2022,Tablet,Electronics,North,2,746,170.75
21-10-2022,Laptop,Electronics,East,8,9304,1855.7
21-10-2022,Monitor,Accessories,South,2,1046,273.38
21-10-2022,Monitor,Accessories,West,1,312,43.01
21-10-2022,Printer,Office,West,8,1376,152.1
21-10-2022,Smartphone,Electronics,North,9,9360,910.35
22-10-2022,Laptop,Electronics,West,5,4405,1247.86
22-10-2022,Smartphone,Electronics,East,8,6056,1029.9
22-10-2022,Smartwatch,Electronics,East,8,1280,131.56
22-10-2022,Smartwatch,Electronics,South,9,6435,1096.88
23-10-2022,Keyboard,Accessories,South,7,7672,896.11
23-10-2022,Keyboard,Accessories,West,9,10035,1486.3
23-10-2022,Monitor,Accessories,South,5,2180,400.01
23-10-2022,Mouse,Accessories,North,7,5957,1077.86
23-10-2022,Smartphone,Electronics,South,3,987,97.01
24-10-2022,Mouse,Accessories,West,6,3186,841.04
24-10-2022,Smartwatch,Electronics,South,7,4270,1197.44
24-10-2022,Tablet,Electronics,West,4,1004,240.13
25-10-2022,Keyboard,Accessories,North,3,2400,297.07
25-10-2022,Tablet,Electronics,South,5,4170,658.98
26-10-2022,Headphones,Accessories,West,6,2640,668.12
27-10-2022,Laptop,Electronics,North,4,4048,641.23
27-10-2022,Printer,Office,West,3,3186,527.75
28-10-2022,Printer,Office,East,9,1260,246.6
28-10-2022,Smartwatch,Electronics,East,1,498,38.67
29-10-2022,Keyboard,Accessories,East,3,1263,368.46
29-10-2022,Mouse,Accessories,West,4,2536,148.85
29-10-2022,Printer,Office,South,1,668,94.08
29-10-2022,Smartphone,Electronics,East,6,480,131.08
30-10-2022,Smartphone,Electronics,East,6,3288,249.02
30-10-2022,Tablet,Electronics,North,6,6402,1366.28
31-10-2022,Monitor,Accessories,North,5,3570,517.82
31-10-2022,Tablet,Electronics,South,5,620,62.49
01-11-2022,Camera,Electronics,North,3,2859,404.56
01-11-2022,Monitor,Accessories,East,5,5180,726.62
01-11-2022,Smartwatch,Electronics,South,7,2324,611.7
01-11-2022,Tablet,Electronics,East,1,120,9.43
02-11-2022,Headphones,Accessories,South,5,2025,295.13
02-11-2022,Printer,Office,West,5,265,53.21
02-11-2022,Tablet,Electronics,South,8,408,83.16
03-11-2022,Keyboard,Accessories,West,9,2817,432.67
03-11-2022,Monitor,Accessories,South,5,1350,198.19
03-11-2022,Tablet,Electronics,West,7,2506,537.98
04-11-2022,Headphones,Accessories,South,8,9224,514.06
04-11-2022,Monitor,Accessories,West,7,3619,827.39
04-11-2022,Printer,Office,South,5,4750,1179.56
04-11-2022,Smartphone,Electronics,West,7,1400,80.49
04-11-2022,Smartwatch,Electronics,South,6,5580,394.03
04-11-2022,Smartwatch,Electronics,West,8,6488,1845.07
05-11-2022,Smartwatch,Electronics,South,4,2008,451.68
05-11-2022,Tablet,Electronics,East,7,4669,1088.15
06-11-2022,Keyboard,Accessories,North,7,1274,317.92
06-11-2022,Keyboard,Accessories,South,1,711,158.89
06-11-2022,Tablet,Electronics,South,7,4466,763.14
07-11-2022,Headphones,Accessories,East,4,3168,939.45
07-11-2022,Keyboard,Accessories,North,5,365,94.05
07-11-2022,Laptop,Electronics,East,9,4860,1425.54
07-11-2022,Smartphone,Electronics,North,2,744,110.81
07-11-2022,Smartphone,Electronics,West,8,544,40.78
07-11-2022,Tablet,Electronics,East,6,3396,987.68
08-11-2022,Tablet,Electronics,West,5,3415,496.48
09-11-2022,Printer,Office,East,6,3222,846.27
10-11-2022,Monitor,Accessories,East,6,6522,502.98
10-11-2022,Printer,Office,South,9,7452,1259.82
10-11-2022,Smartwatch,Electronics,West,2,1200,191.43
11-11-2022,Mouse,Accessories,South,9,657,109.39
11-11-2022,Smartphone,Electronics,East,1,1131,304.62
12-11-2022,Laptop,Electronics,West,4,4196,655.29
12-11-2022,Smartphone,Electronics,North,1,636,42.4
12-11-2022,Smartwatch,Electronics,North,4,2200,484.33
13-11-2022,Mouse,Accessories,West,3,375,107.26
13-11-2022,Smartphone,Electronics,West,1,954,48.97
13-11-2022,Tablet,Electronics,East,2,952,112.39
14-11-2022,Keyboard,Accessories,West,8,9296,1556.05
14-11-2022,Laptop,Electronics,West,9,2493,696.69
14-11-2022,Monitor,Accessories,West,7,8176,2308.76
14-11-2022,Tablet,Electronics,South,1,1179,159.42
15-11-2022,Headphones,Accessories,West,4,3616,745.75
15-11-2022,Tablet,Electronics,West,1,1178,182.76
16-11-2022,Headphones,Accessories,South,3,2025,403
16-11-2022,Keyboard,Accessories,South,9,10629,2843.54
16-11-2022,Smartphone,Electronics,North,5,590,52.55
17-11-2022,Printer,Office,East,2,124,27.42
17-11-2022,Smartwatch,Electronics,South,9,7182,461.61
17-11-2022,Smartwatch,Electronics,West,7,595,148.5
18-11-2022,Keyboard,Accessories,East,8,5784,1276.57
18-11-2022,Laptop,Electronics,South,7,1477,367.22
19-11-2022,Keyboard,Accessories,East,4,1516,256.96
19-11-2022,Monitor,Accessories,East,4,1080,204.95
19-11-2022,Smartphone,Electronics,North,9,7146,2125.44
19-11-2022,Smartwatch,Electronics,East,1,379,42.24
20-11-2022,Smartphone,Electronics,North,4,3640,695.31
21-11-2022,Headphones,Accessories,South,2,1242,191.82
21-11-2022,Laptop,Electronics,West,8,664,126.6
21-11-2022,Mouse,Accessories,North,2,2344,385.19
22-11-2022,Headphones,Accessories,South,2,1210,268.37
22-11-2022,Mouse,Accessories,South,6,2940,609.99
22-11-2022,Tablet,Electronics,East,4,1360,373.59
23-11-2022,Headphones,Accessories,South,3,3546,490.28
23-11-2022,Smartphone,Electronics,East,9,6102,947.91
24-11-2022,Camera,Electronics,South,7,3444,607.44
24-11-2022,Laptop,Electronics,East,1,735,139.31
24-11-2022,Monitor,Accessories,West,9,6993,1945.56
24-11-2022,Smartwatch,Electronics,South,6,3504,980.7
25-11-2022,Headphones,Accessories,South,5,4680,516.26
26-11-2022,Headphones,Accessories,East,1,307,80.19
